function_id,name,tier,confidence,export_name,signature,Classic/1.00,Classic/1.01,Classic/1.02,Classic/1.03,Classic/1.04b,Classic/1.04c,Classic/1.05,Classic/1.05b,Classic/1.06,Classic/1.06b,Classic/1.08,Classic/1.09,Classic/1.09b,Classic/1.09d,Classic/1.10,Classic/1.11,Classic/1.11b,Classic/1.12a,Classic/1.13c,Classic/1.13d,LoD/1.07,LoD/1.08,LoD/1.09,LoD/1.09b,LoD/1.09d,LoD/1.10,LoD/1.11,LoD/1.11b,LoD/1.12a,LoD/1.13c,LoD/1.13d
func_00001,QueryInterface,1,0.99,QueryInterface,undefined * * QueryInterface(void),0x10001014,0x10001014,0x10001019,0x10001014,0x6fb611b0,0x6fb611b0,0x6fb611b0,0x6fb611b0,0x6fb611b0,0x6fb611b0,0x6fad11d0,0x6faa11d0,0x6faa11d0,0x6faa11d0,0x6faa11c0,0x6fb491b0,0x6faff4e0,0x6fb535d0,0x6fafbe70,0x6fad7470,0x6fad11d0,0x6fad11d0,0x6faa11d0,0x6faa11d0,0x6faa11d0,0x6faa11c0,0x6fb491b0,0x6faff4e0,0x6fb535d0,0x6fafbe70,0x6fad7470
func_00002,GetSecurityValidationFlag,1,0.99,Ordinal_10001,DWORD GetSecurityValidationFlag(void),0x10002e8c,0x10002e9b,0x10002eb4,0x10002ec3,0x6fb750b0,0x6fb750b0,0x6fb75090,0x6fb75090,0x6fb750a0,0x6fb750a0,0x6fae7a20,0x6fab7bb0,0x6fab7bb0,0x6fab7ba0,0x6fab8ee0,0x6fb21610,0x6fb344b0,0x6fb4e980,0x6fb12e20,0x6fb36010,0x6fae8170,0x6fae7a20,0x6fab7bb0,0x6fab7bb0,0x6fab7ba0,0x6fab8ee0,0x6fb21610,0x6fb344b0,0x6fb4e980,0x6fb12e20,0x6fb36010
func_00003,GetDifficultySettings,1,0.99,Ordinal_10002,"uchar GetDifficultySettings(uint dwUnused, int nDifficultyIndex)",0x10001c8a,0x10001c99,0x10001ca8,0x10001cad,0x6fb750c0,0x6fb750c0,0x6fb750a0,0x6fb750a0,0x6fb750b0,0x6fb750b0,0x6fae7a30,0x6fab7bc0,0x6fab7bc0,0x6fab7bb0,0x6fab8ef0,0x6fb215d0,0x6fb34470,0x6fb4e940,0x6fb12de0,0x6fb35fd0,0x6fae8180,0x6fae7a30,0x6fab7bc0,0x6fab7bc0,0x6fab7bb0,0x6fab8ef0,0x6fb215d0,0x6fb34470,0x6fb4e940,0x6fb12de0,0x6fb35fd0
func_00004,InitializeAndCleanupResource,1,0.99,Ordinal_10003,void InitializeAndCleanupResource(void),0x10001393,0x1000139d,0x100013ac,0x10001398,0x6fb61b30,0x6fb61b30,0x6fb61b30,0x6fb61b30,0x6fb61b30,0x6fb61b30,0x6fad1e60,0x6faa1f10,0x6faa1f10,0x6faa1f10,0x6faa1f50,0x6fb066f0,0x6fae6ab0,0x6fac2100,0x6fac08c0,0x6fadbcf0,0x6fad1e50,0x6fad1e60,0x6faa1f10,0x6faa1f10,0x6faa1f10,0x6faa1f50,0x6fb066f0,0x6fae6ab0,0x6fac2100,0x6fac08c0,0x6fadbcf0
func_22635,func_22635,2,0.9,,,0x1007a010,0x1007a140,0x1007a4e0,0x1007ab30,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22636,func_22636,2,0.9,,,0x10007d00,0x10007d10,0x10007d50,0x10007da0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22637,func_22637,2,0.9,,,0x1001e050,0x1001dcc0,0x1001d700,0x1001de00,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22638,func_22638,2,0.9,,,0x10006060,0x10006060,0x10006080,0x100060d0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22639,func_22639,2,0.9,,,0x10014280,0x10014220,0x100137f0,0x10013840,0x6fb6ab00,0x6fb6ab00,0x6fb6a900,0x6fb6a900,0x6fb6aab0,0x6fb6a8d0,0x6fadc6a0,0x6faac790,0x6faac790,0x6faac780,0x6faace10,,,,,,0x6fadc6f0,0x6fadc6a0,0x6faac790,0x6faac790,0x6faac780,0x6faace10,,,,,
func_22640,func_22640,2,0.9,,,0x100b4080,0x100b42d0,0x100b4730,,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22641,func_22641,2,0.9,,,0x100c0090,0x100c03c0,0x100c0820,0x100c0ea0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22642,func_22642,2,0.9,,,0x1003c0a0,0x1003bcc0,0x1003b8f0,0x1003c810,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22643,func_22643,2,0.9,,,0x1009c0a0,0x1009c2a0,0x1009c730,0x1009cd60,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22644,func_22644,2,0.9,,,0x10014620,0x10013f00,0x10013920,0x10013970,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22645,func_22645,2,0.9,,,0x1003c0c0,0x1003bce0,0x1003b910,0x1003c830,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22646,func_22646,2,0.9,,,0x100334b0,0x1003bd00,0x1003b930,0x100336f0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22647,func_22647,2,0.9,,,0x1003c100,0x1003bd20,0x1003b950,0x1003c870,0x6fb891d0,0x6fb891d0,0x6fb89210,0x6fb89210,0x6fb89130,0x6fb89130,0x6fb010c0,0x6fad1580,0x6fad1580,0x6fad1570,0x6fad7f90,,,,,,0x6fb017a0,0x6fb010c0,0x6fad1580,0x6fad1580,0x6fad1570,0x6fad7f90,,,,,
func_22648,func_22648,2,0.9,,,0x100da105,0x100da4d5,0x100da916,0x100dafd6,,,,,,,0x6fb9a08d,0x6fb6aa9d,0x6fb6aa9d,0x6fb69e1d,0x6fb6a1fd,,,,,,0x6fb9adee,0x6fb9a08d,0x6fb6aa9d,0x6fb6aa9d,0x6fb69e1d,0x6fb6a1fd,,,,,
func_22649,func_22649,2,0.9,,,0x1003c130,0x1003bd50,0x1003b980,0x1003c8a0,0x6fb891f0,0x6fb891f0,0x6fb89230,0x6fb89230,0x6fb89150,0x6fb89150,0x6fb010e0,0x6fad15a0,0x6fad15a0,0x6fad1590,0x6fad7fb0,,,,,,0x6fb017c0,0x6fb010e0,0x6fad15a0,0x6fad15a0,0x6fad1590,0x6fad7fb0,,,,,
func_22650,func_22650,2,0.9,,,0x1005a130,0x1005a030,0x10059e60,0x1005ae50,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22651,func_22651,2,0.9,,,0x1007a130,0x1007a260,0x1007a600,0x1007ac50,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22652,func_22652,2,0.9,,,0x10006140,0x10006140,0x10006160,0x100061b0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22653,func_22653,2,0.9,,,0x10008140,0x10008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22654,func_22654,2,0.9,,,0x10008160,0x10008170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22655,func_22655,2,0.9,,,0x100a8170,0x100a83c0,0x100a8820,0x100a8ea0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22656,func_22656,2,0.9,,,0x10008180,0x10008190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22657,func_22657,2,0.9,,,0x100dd6f0,0x100ddac0,0x100dd9a0,0x100e0fa0,,,,,0x6fbffd90,0x6fbffea0,,,,,,,,,,,0x6fb9af70,,,,,,,,,,
func_22658,func_22658,2,0.9,,,0x100e418e,0x100e455e,0x100e48ee,0x100e4fae,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22659,func_22659,2,0.9,,,0x1007c190,,,0x1007ccb0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22660,func_22660,2,0.9,,,0x10090190,0x10090390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22661,func_22661,2,0.9,,,0x100081a0,0x100081b0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22662,func_22662,2,0.9,,,0x1001c1a0,0x1001be10,0x1001b750,0x1001b950,,,,,,,,,,,,,,,,,0x6fae2560,,,,,,,,,,
func_22663,func_22663,2,0.9,,,0x100bc1a0,0x100bc4c0,0x100bc920,0x100bcfa0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22664,func_22664,2,0.9,,,0x100081c0,0x100081d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22665,func_22665,2,0.9,,,0x100bb6a0,0x100bb9c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22666,func_22666,2,0.9,,,0x100da1d3,0x100da5a3,0x100da9e4,0x100db0a4,0x6fbffbce,0x6fbffbce,0x6fbfff6e,0x6fbfff6e,0x6fbffc8e,0x6fbffd9e,,,,,,,,,,,0x6fb9ae77,,,,,,,,,,
func_22667,func_22667,2,0.9,,,0x10008200,0x10008210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22668,func_22668,2,0.9,,,0x10005fa0,0x1008dfe0,0x100b7ff0,0x10011fb0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22669,func_22669,2,0.9,,,0x10070220,0x10070350,0x100704a0,0x10070af0,,,,,0x6fbb0710,0x6fbb0710,,,,,,,,,,,,,,,,,,,,,
func_22670,func_22670,2,0.9,,,0x10072230,0x10072360,0x100724d0,0x10072b20,,,,,0x6fbb1fa0,0x6fbb1fa0,,,,,,,,,,,,,,,,,,,,,
func_22671,func_22671,2,0.9,,,0x10064250,0x10064150,0x10064270,0x100646d0,,,,,0x6fba7350,0x6fba7350,,,,,,,,,,,0x6fb29640,,,,,,,,,,
func_22672,func_22672,2,0.9,,,0x1000c260,0x1000c070,0x1000bda0,0x1000bdf0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22673,func_22673,2,0.9,,,0x10026270,0x10025f00,0x10025940,0x10026280,,,,,,,,,,,,,,,,,0x6faeb480,,,,,,,,,,
func_22674,func_22674,2,0.9,,,0x100da28a,0x100da65a,0x100daa9b,0x100db15b,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22675,func_22675,2,0.9,,,0x1008a2e0,0x1008a4e0,0x1008a860,0x1008aed0,0x6fbc5090,0x6fbc5090,0x6fbc5300,0x6fbc5300,0x6fbc5160,0x6fbc5160,0x6fb4f410,0x6fb1f930,0x6fb1f930,0x6fb1ebc0,0x6fb1a460,,,,,,0x6fb54340,0x6fb4f410,0x6fb1f930,0x6fb1f930,0x6fb1ebc0,0x6fb1a460,,,,,
func_22676,func_22676,2,0.9,,,0x10033830,0x1003bf10,0x1003bb40,0x10033a70,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22677,func_22677,2,0.9,,,0x1007bf70,0x1007bfe0,0x10083510,0x10083ba0,,,,,0x6fbb9eb0,0x6fbb9eb0,,,,,,,,,,,,,,,,,,,,,
func_22678,func_22678,2,0.9,,,0x100982f0,0x100984f0,0x10098970,0x10098fa0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22679,func_22679,2,0.9,,,0x10026300,0x10025f90,0x100259d0,0x10026310,,,,,0x6fb77b10,0x6fb77b10,,,,,,,,,,,0x6faeb4f0,,,,,,,,,,
func_22680,func_22680,2,0.9,,,0x10014310,0x10013f50,0x10013880,0x100138d0,0x6fb6a8e0,0x6fb6a8e0,0x6fb6a930,0x6fb6a930,0x6fb6a8d0,0x6fb6a900,0x6fadc710,0x6faac800,0x6faac800,0x6faac7f0,0x6faace40,,,,,,0x6fadc720,0x6fadc710,0x6faac800,0x6faac800,0x6faac7f0,0x6faace40,,,,,
func_22681,func_22681,2,0.9,,,0x10033850,0x1003bf30,0x1003bb60,0x10033a90,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22682,func_22682,2,0.9,,,0x1008a310,0x1008a510,0x1008a890,0x1008af00,,,,,,,,,,,,,,,,,0x6fb54360,,,,,,,,,,
func_22683,func_22683,2,0.9,,,0x1002c330,0x1002bfc0,0x1002bb80,0x1002c4e0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22684,func_22684,2,0.9,,,0x10033870,0x1003bf50,0x1003bb80,0x10033ab0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22685,func_22685,2,0.9,,,0x10033890,0x1003bf70,0x1003bba0,0x10033ad0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22686,func_22686,2,0.9,,,0x100338b0,0x1003bf90,0x1003bbc0,0x10033af0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22687,func_22687,2,0.9,,,0x100338d0,0x1003bfb0,0x1003bbe0,0x10033b10,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22688,func_22688,2,0.9,,,0x100338f0,0x1003bfd0,0x1003bc00,0x10033b30,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22689,func_22689,2,0.9,,,0x100b43b0,0x100b4600,0x100b4a60,0x100b50a0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22690,func_22690,2,0.9,,,0x10033910,0x1003bff0,0x1003bc20,0x10033b50,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22691,func_22691,2,0.9,,,0x100b1120,0x100b1370,0x100b17d0,0x100b1de0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22692,func_22692,2,0.9,,,0x10033930,0x10033590,0x1003bc40,0x10033b70,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22693,func_22693,2,0.9,,,0x1008a3f0,0x1008a5f0,0x1008a970,0x1008afe0,,,,,0x6fbc5230,0x6fbc5230,,,,,,,,,,,0x6fb54410,,,,,,,,,,
func_22694,func_22694,2,0.9,,,0x100b43f0,0x100b4640,0x100b4aa0,0x100b50e0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22695,func_22695,2,0.9,,,0x10058400,0x10058300,0x10058130,0x10059120,,,,,0x6fb9ec50,0x6fb9ec50,,,,,,,,,,,,,,,,,,,,,
func_22696,func_22696,2,0.9,,,0x10033950,0x100335b0,0x1003bc60,0x10033b90,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22697,func_22697,2,0.9,,,0x1002b910,0x10097a50,0x10097ed0,0x1002bac0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22698,func_22698,2,0.9,,,0x10033970,0x100335d0,0x1003bc80,0x10033bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22699,func_22699,2,0.9,,,0x100b4440,0x100b4690,0x100b4af0,0x100b5130,,,,,,0x6fbe4300,,,,,,,,,,,,,,,,,,,,,
func_22700,func_22700,2,0.9,,,0x1003c450,0x1003c070,0x1003bca0,0x1003cbc0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22701,func_22701,2,0.9,,,0x10012450,0x10012090,0x10011990,0x100119e0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22702,func_22702,2,0.9,,,0x1003c470,0x1003c090,0x1003bcc0,0x1003cbe0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22703,func_22703,2,0.9,,,0x1002c470,0x1002c100,0x1002bcc0,0x1002c620,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22704,func_22704,2,0.9,,,0x1007a470,0x1007a5a0,0x1007a940,0x1007af90,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22705,func_22705,2,0.9,,,0x10058480,0x10058380,0x100581b0,0x100591a0,,,,,0x6fb9ecb0,0x6fb9ecb0,,,,,,,,,,,,,,,,,,,,,
func_22706,func_22706,2,0.9,,,0x10078480,0x100785b0,0x10078950,0x10078fa0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22707,func_22707,2,0.9,,,0x100b10e0,0x100b1330,0x100b1790,0x100b1da0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22708,func_22708,2,0.9,,,0x1002a490,0x1002a120,0x10029ce0,0x1002a640,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22709,func_22709,2,0.9,,,0x1002c490,0x1002c120,0x1002bce0,0x1002c640,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22710,func_22710,2,0.9,,,0x1003c490,0x1003c0b0,0x1003bce0,0x1003cc00,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22711,func_22711,2,0.9,,,0x1008c4a0,0x1008c6a0,0x1008caf0,0x1008d160,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22712,func_22712,2,0.9,,,0x1002c4b0,0x1002c140,0x1002bd00,0x1002c660,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22713,func_22713,2,0.9,,,0x10033990,0x100335f0,0x1003bd00,0x10033bd0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22714,func_22714,2,0.9,,,0x1007c4c0,,,0x1007cfe0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22715,func_22715,2,0.9,,,0x1002c4d0,0x1002c160,0x1002bd20,0x1002c680,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22716,func_22716,2,0.9,,,0x1003c4d0,0x1003c0f0,0x1003bd20,0x1003cc40,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22717,func_22717,2,0.9,,,0x100204e0,0x10020170,0x1001fbb0,0x10020530,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22718,func_22718,2,0.9,,,0x1003c4f0,0x1003c110,0x1003bd40,0x1003cc60,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22719,func_22719,2,0.9,,,0x100924f0,0x100926f0,0x10092b60,0x100931f0,,,,,0x6fbcb1f0,0x6fbcb300,,,,,,,,,,,,,,,,,,,,,
func_22720,func_22720,2,0.9,,,0x1009e500,0x1009e700,0x1009eb90,0x1009f1c0,,,,,,,,,,,,,,,,,0x6fb63e10,,,,,,,,,,
func_22721,func_22721,2,0.9,,,0x1003c510,0x1003c130,0x1003bd60,0x1003cc80,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22722,func_22722,2,0.9,,,0x100c8cf0,0x100c9060,0x100c94c0,0x100c9b40,0x6fbf3df0,0x6fbf3df0,0x6fbf4190,0x6fbf4190,0x6fbf3ee0,0x6fbf3ff0,0x6fb854b0,0x6fb55db0,0x6fb55db0,0x6fb55130,0x6fb572b0,,,,,,0x6fb8ec60,0x6fb854b0,0x6fb55db0,0x6fb55db0,0x6fb55130,0x6fb572b0,,,,,
func_22723,func_22723,2,0.9,,,0x10014520,0x10014160,0x10013a90,0x10013ae0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22724,func_22724,2,0.9,,,0x1003c530,0x1003c150,0x1003bd80,0x1003cca0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22725,func_22725,2,0.9,,,0x1002c560,0x1002c1f0,0x1002bdb0,0x1002c710,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22726,func_22726,2,0.9,,,0x1009e590,0x1009e790,0x1009ec20,0x1009f250,,,,,,,,,,,,,,,,,0x6fb63e80,,,,,,,,,,
func_22727,func_22727,2,0.9,,,0x1009a5f0,0x1009a7f0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22728,func_22728,2,0.9,,,0x100e6613,0x100e69e3,0x100e6d73,0x100e7433,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22729,func_22729,2,0.9,,,0x10092630,0x10092830,0x10092ca0,0x10093330,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22730,func_22730,2,0.9,,,0x10096630,0x10096830,0x10096cb0,0x100972e0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22731,func_22731,2,0.9,,,0x10014670,0x100142b0,0x10013be0,0x10013c30,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22732,func_22732,2,0.9,,,0x100146e0,0x10014320,0x10013c50,0x10013ca0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22733,func_22733,2,0.9,,,0x100226a0,0x10022330,0x10021d70,0x100226f0,,,,,0x6fb74f50,0x6fb74f50,,,,,,,,,,,0x6fae8000,,,,,,,,,,
func_22734,func_22734,2,0.9,,,0x100146c0,0x10014300,0x10013c30,0x10013c80,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22735,func_22735,2,0.9,,,0x1007a6d0,0x1007a800,0x1007aba0,0x1007b1f0,,,,,,0x6fbb8b70,,,,,,,,,,,,,,,,,,,,,
func_22736,func_22736,2,0.9,,,0x1002c6e0,0x1002c370,0x1002bf30,0x1002c890,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22737,func_22737,2,0.9,,,0x1002c700,0x1002c390,0x1002bf50,0x1002c8b0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22738,func_22738,2,0.9,,,0x10014910,0x10014550,0x10013e80,0x10013ed0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22739,func_22739,2,0.9,,,0x1002c720,0x1002c3b0,0x1002bf70,0x1002c8d0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22740,func_22740,2,0.9,,,0x1004e720,0x1004e4b0,0x1004e230,0x1004f180,,,,,0x6fb97180,0x6fb97180,,,,,,,,,,,,,,,,,,,,,
func_22741,func_22741,2,0.9,,,0x1002a730,0x1002a3c0,0x10029f80,0x1002a8e0,0x6fb7b030,0x6fb7b030,0x6fb7b050,0x6fb7b050,,,,,,,,,,,,,,,,,,,,,,,
func_22742,func_22742,2,0.9,,,0x10058730,0x10058630,0x10058460,0x10059450,,,,,0x6fb9ee90,0x6fb9ee90,,,,,,,,,,,,,,,,,,,,,
func_22743,func_22743,2,0.9,,,0x100b6750,0x100b6a70,0x100b6ed0,0x100b7550,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22744,func_22744,2,0.9,,,0x100d2780,0x100d2b50,0x100d2fb0,0x100d3630,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22745,func_22745,2,0.9,,,0x1007a790,0x1007a8c0,0x1007ac60,0x1007b2b0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22746,func_22746,2,0.9,,,0x1002a7a0,0x1002a430,0x10029ff0,0x1002a950,0x6fb7b050,0x6fb7b050,0x6fb7b0a0,0x6fb7b0a0,,,,,,,,,,,,,,,,,,,,,,,
func_22747,func_22747,2,0.9,,,0x100b27a0,0x100b29f0,0x100b2e50,0x100b3460,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22748,func_22748,2,0.9,,,0x100587b0,0x100586b0,0x100584e0,0x100594d0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22749,func_22749,2,0.9,,,0x100527d0,0x10052580,0x10052320,0x10053310,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22750,func_22750,2,0.9,,,0x1002a800,0x1002a490,0x1002a050,0x1002a9b0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22751,func_22751,2,0.9,,,0x1004a810,0x1004a5a0,0x1004a2e0,0x1004b230,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22752,func_22752,2,0.9,,,0x1009e850,0x1009ea50,0x1009eee0,0x1009f510,,,,,,,,,,,,,,,,,0x6fb640a0,,,,,,,,,,
func_22753,func_22753,2,0.9,,,0x100c4860,0x100c4bd0,0x100c5030,0x100c56b0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22754,func_22754,2,0.9,,,0x100b0880,,,0x100b1540,,,,,,,,,,,,,,,,,0x6fb78d20,,,,,,,,,,
func_22755,func_22755,2,0.9,,,0x100308a0,0x10030530,0x100301e0,0x10030b40,,,,,,0x6fb7fa50,,,,,,,,,,,0x6faf6db0,,,,,,,,,,
func_22756,func_22756,2,0.9,,,0x1006c8b0,0x1006c7e0,0x1006c910,0x1006cf60,,,,,0x6fbada30,0x6fbada30,,,,,,,,,,,,,,,,,,,,,
func_22757,func_22757,2,0.9,,,0x1002a8f0,0x1002a580,0x1002a140,0x1002aaa0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22758,func_22758,2,0.9,,,0x1008a910,0x1008ab10,0x1008ae90,0x1008b500,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22759,func_22759,2,0.9,,,0x1002a960,0x1002a5f0,0x1002a1b0,0x1002ab10,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22760,func_22760,2,0.9,,,0x10014970,0x100145b0,0x10013ee0,0x10013f30,,,,,0x6fb6ad20,0x6fb6ad20,,,,,,,,,,,0x6fadcb00,,,,,,,,,,
func_22761,func_22761,2,0.9,,,0x100c2970,0x100c2ce0,0x100c3140,0x100c37c0,0x6fbef230,0x6fbef230,0x6fbef5d0,0x6fbef5d0,0x6fbef320,0x6fbef430,0x6fb80980,0x6fb51280,0x6fb51280,0x6fb50600,0x6fb528d0,,,,,,0x6fb8a130,0x6fb80980,0x6fb51280,0x6fb51280,0x6fb50600,0x6fb528d0,,,,,
func_22762,func_22762,2,0.9,,,0x1006a980,0x1006a880,0x1006a9b0,0x1006afc0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22763,func_22763,2,0.9,,,0x100da992,0x100dad62,0x100db1a2,0x100db862,,,,,,,,,,,,,,,,,0x6fb9bad2,,,,,,,,,,
func_22764,func_22764,2,0.9,,,0x1008e9c0,0x1008ebc0,0x1008f020,0x1008f690,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22765,func_22765,2,0.9,,,0x100b69f0,0x100b6d10,0x100b7170,0x100b77f0,0x6fbe60c0,0x6fbe60c0,0x6fbe62c0,0x6fbe62c0,0x6fbe6020,0x6fbe6130,,,,,,,,,,,,,,,,,,,,,
func_22766,func_22766,2,0.9,,,0x100b5650,0x100b58a0,0x100b5d00,0x100b6380,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22767,func_22767,2,0.9,,,0x100bea80,0x100beda0,0x100bf200,0x100bf880,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22768,func_22768,2,0.9,,,0x1002aa90,0x1002a720,0x1002a2e0,0x1002ac40,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22769,func_22769,2,0.9,,,0x100bcab0,0x100bcdd0,0x100bd230,0x100bd8b0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22770,func_22770,2,0.9,,,0x10078b20,0x10078c50,0x10078ff0,0x10079640,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22771,func_22771,2,0.9,,,0x100dab4d,0x100daf1d,0x100db35d,0x100dba1d,,,,,,,,,,,,,,,,,0x6fb9bc8d,,,,,,,,,,
func_22772,func_22772,2,0.9,,,0x100e6b50,0x100e6f20,0x100e72b0,0x100e7960,0x6fc00010,0x6fc00010,0x6fc003b0,0x6fc003b0,0x6fc000d0,0x6fc001e0,0x6fb91710,0x6fb62110,0x6fb62110,0x6fb61490,0x6fb61900,,,,,,0x6fb9b2b0,0x6fb91710,0x6fb62110,0x6fb62110,0x6fb61490,0x6fb61900,,,,,
func_22773,func_22773,2,0.9,,,0x1007ab90,,,0x1007b6b0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22774,func_22774,2,0.9,,,0x1005df40,0x1005de40,0x1005dc60,0x10097eb0,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22775,func_22775,2,0.9,,,0x10012c90,0x10012930,,0x10014340,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22776,func_22776,2,0.9,,,0x10080bb0,0x10080cd0,0x10081070,0x10081730,,,,,0x6fbbdbf0,0x6fbbdbf0,,,,,,,,,,,,,,,,,,,,,
func_22777,func_22777,2,0.9,,,0x100b0bc0,0x100b0e10,0x100b1270,0x100b1880,,,,,,,,,,,,,,,,,0x6fb78fb0,,,,,,,,,,
func_22778,func_22778,2,0.9,,,0x100c0be0,0x100c0f50,0x100c13b0,0x100c1a30,,,,,,,,,,,,,,,,,,,,,,,,,,,
func_22779,func_22779,2,0.9,,,0x1005aee0,0x1005ade0,0x1006ecb0,0x1006f300,,,,,,,,,,,,,,,,,,,,,,,,,,,
