version,module_hint,address_hex,address_int,name,rel_file,line,signature,tag_rest
1.10f,D2Common,0x6FDAC8F0,1876609264,D2Common_10236,source/D2Common/src/Path/PathMisc.cpp,1066,"int __stdcall D2Common_10236(D2UnitStrc* pUnit, int a2) {",(#10236)
1.10f,D2Common,0x6FDAC9A0,1876609440,D2Common_10226,source/D2Common/src/Path/PathMisc.cpp,1203,"BOOL __stdcall D2Common_10226(D2UnitStrc* pUnit, signed int a2) {",(#10226)
1.10f,D2Common,0x6FDACC40,1876610112,PATH_RecacheRoomAtCoordIfNeeded,source/D2Common/include/Path/Step.h,15,"void PATH_RecacheRoomAtCoordIfNeeded(D2DynamicPathStrc* pPath, D2ActiveRoomStrc* pHintRoom, uint32_t nPrecisionX, uint32_t nPrecisionY);",
1.10f,D2Common,0x6FDACC40,1876610112,PATH_RecacheRoomAtCoordIfNeeded,source/D2Common/src/Path/Step.cpp,762,"void PATH_RecacheRoomAtCoordIfNeeded(D2DynamicPathStrc* pPath, D2ActiveRoomStrc* pHintRoom, uint32_t nPrecisionX, uint32_t nPrecisionY) {",
1.10f,D2Common,0x6FDACEC0,1876610752,sub_6FDACEC0,source/D2Common/include/Path/Step.h,23,"BOOL __fastcall sub_6FDACEC0(D2DynamicPathStrc* pDynamicPath, D2FP32_16* a2, D2UnitStrc** pUnit);",
1.10f,D2Common,0x6FDACEC0,1876610752,sub_6FDACEC0,source/D2Common/src/Path/Step.cpp,277,"BOOL __fastcall sub_6FDACEC0(D2DynamicPathStrc* pDynamicPath, D2FP32_16* a2, D2UnitStrc** pUnit) {",
1.10f,D2Common,0x6FDAD330,1876611888,PATH_ResetMovement,source/D2Common/include/Path/Step.h,27,void PATH_ResetMovement(D2DynamicPathStrc* pDynamicPath);,
1.10f,D2Common,0x6FDAD330,1876611888,PATH_ResetMovement,source/D2Common/src/Path/Step.cpp,784,void PATH_ResetMovement(D2DynamicPathStrc* pDynamicPath) {,
1.10f,D2Common,0x6FDAD5E0,1876612576,sub_6FDAD5E0,source/D2Common/include/Path/Step.h,31,"BOOL __fastcall sub_6FDAD5E0(D2DynamicPathStrc* pDynamicPath, D2ActiveRoomStrc* pDestRoom, D2PathPointStrc tDest);",
1.10f,D2Common,0x6FDAD5E0,1876612576,sub_6FDAD5E0,source/D2Common/src/Path/Step.cpp,529,"BOOL __fastcall sub_6FDAD5E0(D2DynamicPathStrc* pDynamicPath, D2ActiveRoomStrc* pDestRoom, D2PathPointStrc tDest) {",
1.10f,D2Common,0x6FDADA20,1876613664,PATH_RecacheRoom,source/D2Common/src/Path/PathMisc.cpp,1302,"void __fastcall PATH_RecacheRoom(D2DynamicPathStrc* pDynamicPath, D2ActiveRoomStrc* pHintRoom) {",
1.10f,D2Common,0x6FDADC20,1876614176,D2Common_10231,source/D2Common/include/Path/Step.h,42,"D2COMMON_DLL_DECL int __stdcall D2Common_10231(D2DynamicPathStrc* pDynamicPath, D2UnitStrc* pUnit_unused, D2ActiveRoomStrc* pRooms, uint16_t nX, uint16_t nY);",(#10231)
1.10f,D2Common,0x6FDADC20,1876614176,D2Common_10231,source/D2Common/src/Path/Step.cpp,749,"int __stdcall D2Common_10231(D2DynamicPathStrc* pDynamicPath, D2UnitStrc* pUnit_unused, D2ActiveRoomStrc* pRooms, uint16_t nX, uint16_t nY) {",(#10231)
1.10f,D2Common,0x6FDADF00,1876614912,D2Common_10230,source/D2Common/include/Path/Step.h,39,"D2COMMON_DLL_DECL BOOL __stdcall D2Common_10230(D2DynamicPathStrc* pDynamicPath, int a2, D2ActiveRoomStrc* pRoom, unsigned int a4, __int16 a5);",(#10230)
1.10f,D2Common,0x6FDADF00,1876614912,D2Common_10230,source/D2Common/src/Path/Step.cpp,677,"BOOL __stdcall D2Common_10230(D2DynamicPathStrc* pDynamicPath, int a2, D2ActiveRoomStrc* pRoom, unsigned int a4, __int16 a5) {",(#10230)
1.10f,D2Common,0x6FDADF50,1876614992,D2Common_10232,source/D2Common/include/Path/Step.h,45,"D2COMMON_DLL_DECL BOOL __stdcall D2Common_10232(D2DynamicPathStrc* pPath, D2UnitStrc* pUnit, D2ActiveRoomStrc* pDestRoom, int nTargetX, int nTargetY);",(#10232)
1.10f,D2Common,0x6FDADF50,1876614992,D2Common_10232,source/D2Common/src/Path/Step.cpp,802,"BOOL __stdcall D2Common_10232(D2DynamicPathStrc* pPath, D2UnitStrc* pUnit, D2ActiveRoomStrc* pDestRoom, int nTargetX, int nTargetY) {",(#10232)
1.10f,D2Common,0x6FDAE250,1876615760,PATHMISC_SetRoom,source/D2Common/include/Path/Step.h,34,"void __fastcall PATHMISC_SetRoom(D2DynamicPathStrc* pPath, D2ActiveRoomStrc* pNewRoom);",
1.10f,D2Common,0x6FDAE250,1876615760,PATHMISC_SetRoom,source/D2Common/src/Path/Step.cpp,639,"void __fastcall PATHMISC_SetRoom(D2DynamicPathStrc* pPath, D2ActiveRoomStrc* pNewRoom) {",
1.10f,D2Common,0x6FDAE290,1876615824,PATH_RecacheRoomIfNeeded,source/D2Common/include/Path/Step.h,49,D2COMMON_DLL_DECL void __stdcall PATH_RecacheRoomIfNeeded(D2DynamicPathStrc* pDynamicPath);,(#10233)
1.10f,D2Common,0x6FDAE290,1876615824,PATH_RecacheRoomIfNeeded,source/D2Common/src/Path/Step.cpp,828,void __stdcall PATH_RecacheRoomIfNeeded(D2DynamicPathStrc* pDynamicPath) {,(#10233)
1.10f,D2Common,0x6FDAE500,1876616448,D2Common_10234,source/D2Common/include/Path/Step.h,53,D2COMMON_DLL_DECL BOOL __stdcall D2Common_10234(D2DynamicPathStrc* pDynamicPath);,(#10234)
1.10f,D2Common,0x6FDAE500,1876616448,D2Common_10234,source/D2Common/src/Path/Step.cpp,837,BOOL __stdcall D2Common_10234(D2DynamicPathStrc* pDynamicPath) {,(#10234)
1.10f,D2Common,0x6FDAE520,1876616480,D2Common_10235_PATH_UpdateRiderPath,source/D2Common/include/Path/Step.h,56,"D2COMMON_DLL_DECL void __stdcall D2Common_10235_PATH_UpdateRiderPath(D2UnitStrc* pRiderUnit, D2UnitStrc* pMountUnit);",(#10235)
1.10f,D2Common,0x6FDAE520,1876616480,D2Common_10235_PATH_UpdateRiderPath,source/D2Common/src/Path/Step.cpp,850,"void __stdcall D2Common_10235_PATH_UpdateRiderPath(D2UnitStrc* pRiderUnit, D2UnitStrc* pMountUnit) {",(#10235)
1.10f,D2Common,0x6FDBD250,1876677200,UNITROOM_UpdatePath,source/D2Common/src/Units/UnitRoom.cpp,127,void __stdcall UNITROOM_UpdatePath(D2UnitStrc* pUnit) {,(#10390)
1.10f,D2Common,0x6FDBD670,1876678256,UNITS_GetUsedSkill,source/D2Common/src/Units/Units.cpp,71,D2SkillStrc* __stdcall UNITS_GetUsedSkill(D2UnitStrc* pUnit) {,(#10323)
1.10f,D2Common,0x6FDBE270,1876681328,UNITS_GetRoom,source/D2Common/src/Units/Units.cpp,619,D2ActiveRoomStrc* __stdcall UNITS_GetRoom(D2UnitStrc* pUnit) {,(#10342)
1.10f,D2Common,0x6FDBE4C0,1876681920,UNITS_SetAnimData,source/D2Common/src/Units/Units.cpp,692,"void __stdcall UNITS_SetAnimData(D2UnitStrc* pUnit, int nUnitType, int nClassId, int nMode) {",(#10325)
1.10f,D2Common,0x6FDBF050,1876684880,UNITS_UpdateAnimRateAndVelocity,source/D2Common/include/Units/Units.h,322,"D2COMMON_DLL_DECL void __stdcall UNITS_UpdateAnimRateAndVelocity(D2UnitStrc* pUnit, const char* szFile, int nLine);",(#10376)
1.10f,D2Common,0x6FDBF050,1876684880,UNITS_UpdateAnimRateAndVelocity,source/D2Common/src/Units/Units.cpp,1702,"void __stdcall UNITS_UpdateAnimRateAndVelocity(D2UnitStrc* pUnit, const char* szFile, int nLine) {",(#10376)
1.10f,D2Common,0x6FDBFC10,1876687888,UNITS_IsDoor,source/D2Common/src/Units/Units.cpp,1909,BOOL __stdcall UNITS_IsDoor(D2UnitStrc* pUnit) {,(#10392)
1.10f,D2Common,0x6FDC2CB0,1876700336,D2Common_10399,source/D2Common/include/Units/Units.h,493,"D2COMMON_DLL_DECL int __stdcall D2Common_10399(D2UnitStrc* pUnit1, D2UnitStrc* pUnit2);",(#10399)
1.10f,D2Common,0x6FDC2CB0,1876700336,D2Common_10399,source/D2Common/src/Units/Units.cpp,3685,"int __stdcall D2Common_10399(D2UnitStrc* pUnit1, D2UnitStrc* pUnit2) {",(#10399)
1.10f,D2Game,0x6FC31790,1875056528,ARENA_ShouldTreatClassIdAsTemplateId,source/D2Game/include/GAME/Arena.h,66,uint32_t __fastcall ARENA_ShouldTreatClassIdAsTemplateId(D2GameStrc* pGame);,
1.10f,D2Game,0x6FC31790,1875056528,ARENA_ShouldTreatClassIdAsTemplateId,source/D2Game/src/GAME/Arena.cpp,273,uint32_t __fastcall ARENA_ShouldTreatClassIdAsTemplateId(D2GameStrc* pGame) {,
1.10f,D2Game,0x6FC325E0,1875060192,CLIENTS_AddToGame,source/D2Game/include/GAME/Clients.h,258,"D2ClientStrc* __fastcall CLIENTS_AddToGame(D2GameStrc* pGame, int32_t nClientId, uint8_t nClassIdOrCharTemplate, const char* szClientName, const char* szAccount, int32_t nCharSaveTransactionToken, uint32_t nLocale, int32_t a8, int32_t a9);",
1.10f,D2Game,0x6FC325E0,1875060192,CLIENTS_AddToGame,source/D2Game/src/GAME/Clients.cpp,454,"D2ClientStrc* __fastcall CLIENTS_AddToGame(D2GameStrc* pGame, int32_t nClientId, uint8_t nClassIdOrCharTemplate, const char* szClientName, const char* szAccount, int32_t nCharSaveTransactionToken, uint32_t nLocale, int32_t a8, int32_t a9) {",
1.10f,D2Game,0x6FC32A30,1875061296,CLIENTS_RemoveClientFromGame,source/D2Game/src/GAME/Clients.cpp,615,"void __fastcall CLIENTS_RemoveClientFromGame(D2GameStrc* pGame, int32_t nClientIdToRemove, BOOL bTriggerSave) {",
1.10f,D2Game,0x6FC337B0,1875064752,CLIENTS_IsInGame,source/D2Game/src/GAME/Clients.cpp,1096,"int32_t __fastcall CLIENTS_IsInGame(D2GameStrc* pGame, int32_t nClientId) {",
1.10f,D2Game,0x6FC34A80,1875069568,EVENT_FreeEventQueue,source/D2Game/include/GAME/Event.h,101,void __fastcall EVENT_FreeEventQueue(D2GameStrc* pGame);,
1.10f,D2Game,0x6FC34A80,1875069568,EVENT_FreeEventQueue,source/D2Game/src/GAME/Event.cpp,146,void __fastcall EVENT_FreeEventQueue(D2GameStrc* pGame) {,
1.10f,D2Game,0x6FC35410,1875072016,EVENT_AllocTimerSlab,source/D2Game/include/GAME/Event.h,126,D2EventTimerSlabListStrc* __fastcall EVENT_AllocTimerSlab(D2GameStrc* pGame);,
1.10f,D2Game,0x6FC35410,1875072016,EVENT_AllocTimerSlab,source/D2Game/src/GAME/Event.cpp,415,D2EventTimerSlabListStrc* __fastcall EVENT_AllocTimerSlab(D2GameStrc* pGame) {,
1.10f,D2Game,0x6FC35460,1875072096,EVENT_AllocateUnitTimer,source/D2Game/src/GAME/Event.cpp,494,"D2EventTimerStrc* __fastcall EVENT_AllocateUnitTimer(D2GameStrc* pGame, D2UnitStrc* pUnit) {",
1.10f,D2Game,0x6FC36280,1875075712,GAME_ReceiveDatabaseCharacter,source/D2Game/src/GAME/Game.cpp,509,"int32_t __stdcall GAME_ReceiveDatabaseCharacter(int32_t nClientId, const uint8_t* pSaveData, uint16_t nSaveSize, uint16_t nTotalSize, int32_t a5, int32_t a6, FILETIME* pSaveCreationTimestamp, int32_t nCharSaveTransactionToken) {",(#10007)
1.10f,D2Game,0x6FC386D0,1875085008,GAME_UpdateProgress,source/D2Game/include/GAME/Game.h,322,void __fastcall GAME_UpdateProgress(D2GameStrc* pGame);,
1.10f,D2Game,0x6FC386D0,1875085008,GAME_UpdateProgress,source/D2Game/src/GAME/Game.cpp,1775,void __fastcall GAME_UpdateProgress(D2GameStrc* pGame) {,
1.10f,D2Game,0x6FC38E20,1875086880,GAME_UpdateGamesProgress,source/D2Game/include/GAME/Game.h,331,D2GAME_DLL_DECL int32_t __stdcall GAME_UpdateGamesProgress(int32_t a1);,(#10004)
1.10f,D2Game,0x6FC38E20,1875086880,GAME_UpdateGamesProgress,source/D2Game/src/GAME/Game.cpp,2108,int32_t __stdcall GAME_UpdateGamesProgress(int32_t a1) {,(#10004)
1.10f,D2Game,0x6FC77750,1875343184,sub_6FC77750,source/D2Game/src/OBJECTS/ObjMode.cpp,2237,"int32_t __fastcall sub_6FC77750(D2ShrinesTxt* pShrinesTxtRecord, int32_t nStatId, int32_t nValue, D2UnitStrc* pUnit) {",
1.10f,D2Game,0x6FC7BFC0,1875361728,sub_6FC7BFC0,source/D2Game/include/PLAYER/Player.h,31,"void __fastcall sub_6FC7BFC0(D2GameStrc* pGame, D2ActiveRoomStrc* pRoom, int32_t nPlayerGUID, D2CoordStrc* pCoord);",
1.10f,D2Game,0x6FC7BFC0,1875361728,sub_6FC7BFC0,source/D2Game/src/PLAYER/Player.cpp,453,"void __fastcall sub_6FC7BFC0(D2GameStrc* pGame, D2ActiveRoomStrc* pRoom, int32_t nPlayerGUID, D2CoordStrc* pCoord) {",
1.10f,D2Game,0x6FC7FBD0,1875377104,D2GAME_CORPSE_Handler_6FC7FBD0,source/D2Game/include/PLAYER/PlrModes.h,35,"D2UnitStrc* __fastcall D2GAME_CORPSE_Handler_6FC7FBD0(D2GameStrc* pGame, D2UnitStrc* pUnit, int32_t nX, int32_t nY, D2ActiveRoomStrc* pRoom);",
1.10f,D2Game,0x6FC7FBD0,1875377104,D2GAME_CORPSE_Handler_6FC7FBD0,source/D2Game/src/PLAYER/PlrModes.cpp,426,"D2UnitStrc* __fastcall D2GAME_CORPSE_Handler_6FC7FBD0(D2GameStrc* pGame, D2UnitStrc* pUnit, int32_t nX, int32_t nY, D2ActiveRoomStrc* pRoom) {",
1.10f,D2Game,0x6FC8DC20,1875434528,PLRSAVE2_CheckPlayerFlags,source/D2Game/include/PLAYER/PlrSave2.h,128,"int32_t __fastcall PLRSAVE2_CheckPlayerFlags(D2GameStrc* pGame, uint32_t dwFlags, D2ClientStrc* pClient);",
1.10f,D2Game,0x6FC8DC20,1875434528,PLRSAVE2_CheckPlayerFlags,source/D2Game/src/PLAYER/PlrSave2.cpp,630,"int32_t __fastcall PLRSAVE2_CheckPlayerFlags(D2GameStrc* pGame, uint32_t dwFlags, D2ClientStrc* pClient) #else int32_t __fastcall PLRSAVE2_CheckPlayerFlags(D2GameStrc* pGame, uint32_t dwFlags) #endif {",
1.10f,D2Game,0x6FC8DD00,1875434752,PLRSAVE2_ReadSaveHeader,source/D2Game/include/PLAYER/PlrSave2.h,136,"int32_t __fastcall PLRSAVE2_ReadSaveHeader(D2GameStrc* pGame, D2ClientStrc* pClient, uint8_t** ppSection, uint8_t* pEnd, D2UnitStrc** ppPlayer);",
1.10f,D2Game,0x6FC8DD00,1875434752,PLRSAVE2_ReadSaveHeader,source/D2Game/src/PLAYER/PlrSave2.cpp,725,"int32_t __fastcall PLRSAVE2_ReadSaveHeader(D2GameStrc* pGame, D2ClientStrc* pClient, uint8_t** ppSection, uint8_t* pEnd, D2UnitStrc** ppPlayer) {",
1.10f,D2Game,0x6FC8E330,1875436336,PLRSAVE2_ReadSkills,source/D2Game/src/PLAYER/PlrSave2.cpp,1061,"int32_t __fastcall PLRSAVE2_ReadSkills(D2GameStrc* pGame, D2UnitStrc* pPlayer, uint8_t** ppSection, uint8_t* pEnd, uint32_t nVersion, int32_t nSkills) {",
1.10f,D2Lang,0x6FC11B30,1874926384,utf8ToUnicode,source/D2Lang/include/D2Unicode.h,279,"static Unicode* __fastcall utf8ToUnicode(Unicode* dest, char const* src, int count);",(#10059) ?utf8ToUnicode@Unicode@@SIPAU1@PAU1@PBDH@Z
1.10f,D2Win,0x6F8AFDC0,1871379904,D2Win_10043_TEXTBOX_Destroy,source/D2Win/src/D2WinTextBox.cpp,163,int32_t __fastcall D2Win_10043_TEXTBOX_Destroy(D2WinTextBoxStrc* pTextBox) {,(#10043)
1.10f,D2Win,0x6F8B2399,1871389593,ARCHIVE_LoadMPQFile,source/D2Hell/include/Archive.h,133,"D2ArchiveHandleStrc* __fastcall ARCHIVE_LoadMPQFile(const char* szModuleName, const char* szFileName, const char* szLabel, int a4, HANDLE hFile, ARCHIVE_ShowMessageFunctionPtr pfShowMessage, int nPriority);",
1.10f,D2Win,0x6F8B2399,1871389593,ARCHIVE_LoadMPQFile,source/D2Hell/src/Archive.cpp,248,"D2ArchiveHandleStrc* __fastcall ARCHIVE_LoadMPQFile(const char* szModuleName, const char* szFileName, const char* szLabel, int a4, HANDLE hFile, ARCHIVE_ShowMessageFunctionPtr pfShowMessage, int nPriority) {",
1.10f,D2Win,0x6F8B2419,1871389721,ARCHIVE_FindAndOpenArchive,source/D2Hell/src/Archive.cpp,214,"HSARCHIVE __fastcall ARCHIVE_FindAndOpenArchive(LPSTR szOutPath, LPCSTR szModuleName, LPCSTR szFileName, const char* szLabel, int nPriority, BOOL bSomething) {",
1.10f,D2Win,0x6F8B24B1,1871389873,ARCHIVE_FindAndOpenArchiveFromCDRom,source/D2Hell/src/Archive.cpp,184,"int __fastcall ARCHIVE_FindAndOpenArchiveFromCDRom(LPSTR szOutPath, LPCSTR szFileName, int nPriority, HSARCHIVE* phArchive) {",
1.10f,D2Win,0x6F8B2548,1871390024,ARCHIVE_UnloadMPQFile,source/D2Hell/include/Archive.h,135,void __fastcall ARCHIVE_UnloadMPQFile(D2ArchiveHandleStrc* pMPQHandle);,
1.10f,D2Win,0x6F8B2548,1871390024,ARCHIVE_UnloadMPQFile,source/D2Hell/src/Archive.cpp,272,void __fastcall ARCHIVE_UnloadMPQFile(D2ArchiveHandleStrc* pMPQHandle) {,
1.10f,Game,0x401040,4198464,ParseCmdLine,source/Game/src/Main.cpp,196,"void GAMEAPI ParseCmdLine(D2ConfigStrc* pCfg, const char *argv) {",
1.10f,Game,0x401330,4199216,stoLower,source/Game/src/Main.cpp,299,void GAMEAPI stoLower(char *s) {,
1.10f,Game,0x401350,4199248,GetCmdIndex,source/Game/src/Main.cpp,312,int GAMEAPI GetCmdIndex(const char *s) {,
1.10f,Game,0x4013B0,4199344,ParseCmdValue,source/Game/src/Main.cpp,325,void GAMEAPI ParseCmdValue(char *s) {,
1.10f,Game,0x401570,4199792,GameStart,source/Game/src/Main.cpp,366,"int GAMEAPI GameStart(HINSTANCE hInstance, D2ConfigStrc* pCfg, D2_MODULES nModType) {",
1.10f,Game,0x401870,4200560,SaveCmdLine,source/Game/src/Main.cpp,527,void GAMEAPI SaveCmdLine(const char* argv[]) {,
1.10f,Game,0x401970,4200816,GameInit,source/Game/src/Main.cpp,603,"int GAMEAPI GameInit(DWORD dwNumServicesArgs, const char* lpServiceArgVectors[]) {",
1.10f,Game,0x401D00,4201728,AllowExpansion,source/Game/src/Main.cpp,597,BOOL __stdcall AllowExpansion() {,
1.10f,Game,0x401ED0,4202192,D2ServerServiceMain,source/Game/src/Main.cpp,789,"VOID WINAPI D2ServerServiceMain(DWORD dwArgc, LPTSTR *lpszArgv) {",
1.13c,,0x6FD7FB10,1876425488,UNITS_GetBaseAnimSpeed,source/D2Common/src/Units/Units.cpp,1255,"int UNITS_GetBaseAnimSpeed(int nUnitType, int nClassId, int nAnimMode) {",
1.13c,,0x6FD80D50,1876430160,UNITS_GetBaseVelocity,source/D2Common/src/Units/Units.cpp,1287,"int UNITS_GetBaseVelocity(int nUnitType, int nClassId) {",
1.13c,,0x6FD823E0,1876435936,UNITS_GetAnimStatBasePercentage,source/D2Common/src/Units/Units.cpp,1240,"int UNITS_GetAnimStatBasePercentage(D2C_UnitAnimModeStats nStat, D2UnitStrc* pUnit) {",
1.13c,,0x6FF5BB20,1878375200,DATATBLS_CompileExpression,source/Fog/include/Calc.h,133,"FOG_DLL_DECL int __stdcall DATATBLS_CompileExpression(const char* szFormulaString, FOGASTNodeStrc* pOutASTBuffer, int nOutASTBufferSize, CalcGetKeyWordToNumber_t pfnFunctionNameToId, CalcGetFunctionParameterCount_t pfnGetFunctionParameterCount, CalcGetLinkerIndex_t pfnLinkParse);",(#10254)
1.13c,,0x6FF5BB20,1878375200,DATATBLS_CompileExpression,source/Fog/src/Calc.cpp,685,"int __stdcall DATATBLS_CompileExpression(const char* szFormulaString, FOGASTNodeStrc* pOutASTBuffer, int nOutASTBufferSize, CalcGetKeyWordToNumber_t pfnFunctionNameToId, CalcGetFunctionParameterCount_t pfnGetFunctionParameterCount, CalcGetLinkerIndex_t pfnLinkParse) {",(#10254)
1.13c,,0x6FF695E0,1878431200,DATATBLS_ExpressionBuffer_PushCallbackConstant,source/Fog/include/Calc.h,117,"FOGASTNodeStrc* __fastcall DATATBLS_ExpressionBuffer_PushCallbackConstant(FOGASTNodeStrc* pExpressionBufferPos, FOGASTNodeStrc* pExpressionBufferStart, int szBufferSize, FOGExpressionParserContextStrc* pCalc, int32_t nValue);",
1.13c,,0x6FF695E0,1878431200,DATATBLS_ExpressionBuffer_PushCallbackConstant,source/Fog/src/Calc.cpp,301,"FOGASTNodeStrc* __fastcall DATATBLS_ExpressionBuffer_PushCallbackConstant(FOGASTNodeStrc* pExpressionBufferPos, FOGASTNodeStrc* pExpressionBufferStart, int szBufferSize, FOGExpressionParserContextStrc* pCalc, int32_t nValue) {",
1.13c,,0x6FF69680,1878431360,DATATBLS_ExpressionBuffer_PushRawConstant,source/Fog/include/Calc.h,113,"FOGASTNodeStrc* __fastcall DATATBLS_ExpressionBuffer_PushRawConstant(FOGASTNodeStrc* pExpressionBufferPos, FOGASTNodeStrc* pExpressionBufferStart, int szBufferSize, FOGExpressionParserContextStrc* pCalc, int32_t nValue);",
1.13c,,0x6FF69680,1878431360,DATATBLS_ExpressionBuffer_PushRawConstant,source/Fog/src/Calc.cpp,294,"FOGASTNodeStrc* __fastcall DATATBLS_ExpressionBuffer_PushRawConstant(FOGASTNodeStrc* pExpressionBufferPos, FOGASTNodeStrc* pExpressionBufferStart, int szBufferSize, FOGExpressionParserContextStrc* pCalc, int32_t nValue) {",
1.13c,,0x6FF69790,1878431632,DATATABLS_CheckPrecendence,source/Fog/include/Calc.h,121,"BOOL __fastcall DATATABLS_CheckPrecendence(FOGASTType nPreviousCalcType, FOGASTType nNewCalcType);",
1.13c,,0x6FF69790,1878431632,DATATABLS_CheckPrecendence,source/Fog/src/Calc.cpp,379,"BOOL __fastcall DATATABLS_CheckPrecendence(FOGASTType nPreviousCalcType, FOGASTType nNewCalcType) {",
1.13c,,0x6FF697B0,1878431664,DATATABLS_ParseExpressionToken,source/Fog/include/Calc.h,129,"const char* DATATABLS_ParseExpressionToken(const char* szExpression, FOGCalcExpressionParserTokenType* pOutTokenType, FOGExpressionParserContextStrc* pCalc, int* pTokenAssociatedValue, CalcGetKeyWordToNumber_t pfnFunctionNameToId, CalcGetLinkerIndex_t pfnLinkParse);",
1.13c,,0x6FF697B0,1878431664,DATATABLS_ParseExpressionToken,source/Fog/src/Calc.cpp,572,"const char* DATATABLS_ParseExpressionToken(const char* szExpression, FOGCalcExpressionParserTokenType* pOutTokenType, FOGExpressionParserContextStrc* pCalc, int* pTokenAssociatedValue, CalcGetKeyWordToNumber_t pfnFunctionNameToId, CalcGetLinkerIndex_t pfnLinkParse) {",
1.13c,,0x6FF69CB0,1878432944,DATATBLS_IntStackPop,source/Fog/include/Calc.h,101,int __fastcall DATATBLS_IntStackPop(Fog64IntStack* pCalcStack);,
1.13c,,0x6FF69CB0,1878432944,DATATBLS_IntStackPop,source/Fog/src/Calc.cpp,7,int __fastcall DATATBLS_IntStackPop(Fog64IntStack* pCalcStack) {,
1.13c,,0x6FF69CD0,1878432976,DATATBLS_IntStackPush,source/Fog/include/Calc.h,105,"void __fastcall DATATBLS_IntStackPush(Fog64IntStack* pCalcStack, int32_t nValue);",
1.13c,,0x6FF69CD0,1878432976,DATATBLS_IntStackPush,source/Fog/src/Calc.cpp,19,"void __fastcall DATATBLS_IntStackPush(Fog64IntStack* pCalcStack, int32_t nValue) {",
1.13c,,0x6FF69CF0,1878433008,DATATBLS_Evaluate_HandleNewOp,source/Fog/include/Calc.h,125,"FOGASTNodeStrc* __fastcall DATATBLS_Evaluate_HandleNewOp(FOGASTNodeStrc* pASTBufferPos, FOGASTNodeStrc* pASTBufferStart, int nASTBufferSize, FOGExpressionParserContextStrc* pContext, FOGASTType nNewASTType, CalcGetFunctionParameterCount_t pfnGetFunctionParametersCount, int nTokenAssociatedValue);",
1.13c,,0x6FF69CF0,1878433008,DATATBLS_Evaluate_HandleNewOp,source/Fog/src/Calc.cpp,393,"FOGASTNodeStrc* __fastcall DATATBLS_Evaluate_HandleNewOp(FOGASTNodeStrc* pASTBufferPos, FOGASTNodeStrc* pASTBufferStart, int nASTBufferSize, FOGExpressionParserContextStrc* pContext, FOGASTType nNewASTType, CalcGetFunctionParameterCount_t pfnGetFunctionParametersCount, int nTokenAssociatedValue) {",
1.13c,,0x6FF69E90,1878433424,DATATBLS_CalcEvaluateExpression,source/Fog/include/Calc.h,109,"FOG_DLL_DECL int __stdcall DATATBLS_CalcEvaluateExpression(const FOGASTNodeStrc* pExpressionBuffer, int32_t nExpressionBufferSize, CalcFogCallBack2_t fpParamCallBack, D2CalcCallbackInfoStrc* pTableData, int nTableSize, void* pUserData);",(#10253)
1.13c,,0x6FF69E90,1878433424,DATATBLS_CalcEvaluateExpression,source/Fog/src/Calc.cpp,168,"int __stdcall DATATBLS_CalcEvaluateExpression(const FOGASTNodeStrc* pExpressionBuffer, int32_t nExpressionBufferSize, CalcFogCallBack2_t fpParamCallBack, D2CalcCallbackInfoStrc* pTableData, int nTableSize, void* pUserData) {",(#10253)
1.13c,D2Common,0x6FD51250,1876234832,DATATBLS_GetSkillsTxtRecord,source/D2Common/src/DataTbls/SkillsTbls.cpp,932,D2SkillsTxt* __fastcall DATATBLS_GetSkillsTxtRecord(int nSkillId) {,
1.13c,D2Common,0x6FD5CEB0,1876283056,sub_6FD5CEB0,source/D2Common/src/Path/PathMisc.cpp,1120,"void sub_6FD5CEB0(D2DynamicPathStrc* pDynamicPath, int nBaseVelocity) {",
1.13c,D2Common,0x6FD5D240,1876283968,PATH_ComputeVelocityAndDirectionVectorsToNextPoint,source/D2Common/include/Path/PathMisc.h,70,"void __fastcall PATH_ComputeVelocityAndDirectionVectorsToNextPoint(D2DynamicPathStrc* pPath, BOOL bNormalizeDirectionIfSamePos, BOOL bForceDirectionNormalization);",
1.13c,D2Common,0x6FD5D240,1876283968,PATH_ComputeVelocityAndDirectionVectorsToNextPoint,source/D2Common/src/Path/PathMisc.cpp,1013,"void __fastcall PATH_ComputeVelocityAndDirectionVectorsToNextPoint(D2DynamicPathStrc* pPath, BOOL bNormalizeDirectionIfSamePos, BOOL bForceDirectionNormalization) {",
1.13c,D2Common,0x6FD5D760,1876285280,PATH_RecacheRoom,source/D2Common/src/Path/PathMisc.cpp,1303,"void __fastcall PATH_RecacheRoom(D2DynamicPathStrc* pDynamicPath, D2ActiveRoomStrc* pHintRoom) {",
1.13c,D2Common,0x6FD5D820,1876285472,D2Common_10236,source/D2Common/include/Path/PathMisc.h,75,"D2COMMON_DLL_DECL int __stdcall D2Common_10236(D2UnitStrc* pUnit, int a2);",(#10831)
1.13c,D2Common,0x6FD5D820,1876285472,D2Common_10236,source/D2Common/src/Path/PathMisc.cpp,1067,"int __stdcall D2Common_10236(D2UnitStrc* pUnit, int a2) {",(#10831)
1.13c,D2Common,0x6FD5D8E0,1876285664,sub_6FDACEC0,source/D2Common/include/Path/Step.h,24,"BOOL __fastcall sub_6FDACEC0(D2DynamicPathStrc* pDynamicPath, D2FP32_16* a2, D2UnitStrc** pUnit);",
